bangla_speech,combined,ipa_output
তুমি আমাকে দোষ দিচ্ছ কেন ?,Sylhet তুমিতাইন আমারে দোষ দিরায় কিতার লাগি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n ɐmɐɾe d̪oʃ d̪ɪɾɐe̯ kɪt̪ɐɾ lɐgɪ?
সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল,Sylhet হে রাইত ওর ট্রেইনে রাজশাহী তনে রওয়ানা দিছিল,ʃɔlhe he ɾɐ͡ɪ̯t̪o oɾ tɾe͡ɪ̯ne ɾɐɟʃɐhɪ t̪ɔne ɾɔ͡o̯ʷɐnɐ d̪ɪcʰɪlo
এই প্রথম সে ঢাকায় এসেছে,Sylhet ওউ ফয়লা হে ঢাকাত আইছে,ʃɔlhe o͡u̯ pʰɔʲlɐ he dʱɐkɐt̪ ɐ͡ɪ̯cʰe
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,Sylhet বাসাত যাওয়ার সময় ফ্লাইওভার দেখিয়া হাবিব অবাক ওই গেছে,ʃɔlhe bɐʃɐt̪ ɟɐ͡o̯ʷɐɾ ʃɔmɔe̯ pʰlɐ͡ɪ̯obʱɐɾ d̪ekʰɪʲɐ hɐbɪb ɔbɐk o͡ɪ̯ gecʰe
এটাকে তার মনে হলো দোতলা রাস্তা,Sylhet ইগুরে তার দুই তালা রাস্তা লাগছে,ʃɔlhe ɪguɾe t̪ɐɾ d̪u͡ɪ̯ t̪ɐlɐ ɾɐst̪ɐ lɐgcʰe
রাস্তার পাশে একটি ফুলের দোকান,Sylhet রাস্তার ধারো একটা ফুল ওর দোকান,ʃɔlhe ɾɐst̪ɐɾ d̪ʱɐɾo ɛktɐ pʰul oɾ d̪okɐn
নানা রকম ফুল থরে থরে সাজানো রয়েছে,Sylhet বউত জাত ওর ফুল থারিয়া করি সাজানি আছে,ʃɔlhet bɔ͡u̯t̪o zɐt̪ oɾ ful t̪ʰɐɾɪʲɐ koɾɪ ʃɐzɐnɪ ɐcʰe
তার ঠিক পাশেই একটা ফলের দোকান,Sylhet ওগুর ঠিক লগেউ একটা ফল ওর দোকান,ʃɔlhet oguɾ tʰɪk lɔge͡u̯ ɛktɐ pʰɔl oɾ d̪okɐn
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,Sylhet ওখান তিনে বড় বইনে কিছু সফরি কিনছিল,ʃɔlhet oxɐn t̪ɪne bɔɽo bo͡ɪ̯ne kɪcʰu ʃɔfoɾɪ kɪncʰɪlo
সবার সাথে কুশল বিনিময় হলো,Sylhet হকল ওর লগে বালা মন্দ মাত ওইলো,ʃɔlhe hokol oɾ lɔge bɐlɐ mond̪o mɐt̪ o͡ɪ̯lo
টেবিলে নাশতা দেওয়া ছিল,Sylhet টেবিলও নাস্তা দেওয়া আছিল,ʃɔlhe tebɪlo nɐst̪ɐ d̪e͡o̯ʷɐ ɐcʰɪlo
হাত-মুখ ধুয়ে সে নাশতা করতে বসল,Sylhet হাত মুখ ধইয়া হে নাস্তা খানিত বইলো,ʃɔlhe hɐt̪ mukʰ d̪ʱo͡ɪ̯ʲɐ he nɐst̪ɐ kʰɐnɪt̪o bo͡ɪ̯lo
সেদিন ছিল বাংলাদেশ দলের ক্রিকেট খেলা,Sylhet হদিন বাংলাদেশ দল ওর ক্রিকেট খেলা আছিল,ʃɔlhe hod̪ɪn bɐŋlɐd̪eʃ d̪ɔl oɾ kɾɪket kʰelɐ ɐcʰɪlo
খাওয়া শেষ করেই টেলিভিশনের সামনে গিয়ে বসল,Sylhet খানি শেষ কইরাউ টিভির ধারো গিয়া বইলো,ʃɔlhet kʰɐnɪ ʃeʃ ko͡ɪ̯ɾɐ͡u̯ tɪbʱɪɾ d̪ʱɐɾo gɪʲɐ bo͡ɪ̯lo
সব মিলিয়ে তার খুব আনন্দ হচ্ছিল,Sylhet সবতা মিলাইয়া তার খুব আনন্দ ওইতো আছিল,ʃɔlhe ʃɔbot̪ɐ mɪlɐ͡ɪ̯ʲɐ t̪ɐɾ kʰub ɐnond̪o o͡ɪ̯t̪o ɐcʰɪlo
মেয়ে কী কাণ্ড করেছে জানো?,Sylhet ফুরি এগুয়ে কিতা করছে জানো নি,ʃɔlho pʰuɾɪ eguʲe kɪt̪ɐ koɾcʰe ɟɐno nɪ
সোনার চুড়িটা ভেঙে দু-টুকরো করেছে,Sylhet সোনার চুড়ি ওগু ভাঙিয়া দুই টুকরা করছে,ʃɔlhe ʃonɐɾ cuɽɪ ogu bʱɐŋɪʲɐ d̪u͡ɪ̯ tukɾɐ koɾcʰe
ইচ্ছা করে ভেঙেছি নাকি?,Sylhet ইচ্ছা করিয়া ভাঙছে৷ নি?,ʃɔlhe ɪccʰɐ koɾɪʲɐ bʱɐŋcʰe nɪ?
পা পিছলে পড়ে গেলাম তো কী করব?,Sylhet পা পিছলিয়া পড়ি হেছি তে কিতা করতাম?,ʃɔlho pɐ pɪcʰolɪʲɐ poɽɪ hecʰɪ t̪e kɪt̪ɐ koɾt̪ɐm?
আমার যে ব্যথা লাগল সেটা বুঝি কিছু নয়,Sylhet আমি যে দুখ ফাইছি ওগু কিতা কুন্তা নায়?,ʃɔlhet ɐmɪ ɟe d̪ukʰ pʰɐ͡ɪ̯cʰɪ ogu kɪt̪ɐ kunt̪ɐ nɐe̯?
মেয়েকে পরতে দিয়েছিলেন,Sylhet ফুরিরে পড়তে দিছলা নি?,ʃɔlho pʰuɾɪɾe poɽt̪e d̪ɪcʰɔlɐ nɪ?
আমার নানা সুস্থ,Sylhet আমার নানা সুস্থ,ʃɔlhe ɐmɐɾ nɐnɐ ʃust̪ʰo
রোগীকে হাসপাতালে ভর্তি হতে হবে ,Sylhet রোগীর হাসপাতাল-ও ভর্তি ওয়া লাগবো,ʃɔlho ɾogɪɾ hɐʃpɐt̪ɐl-o bʱɔɾt̪ɪ oʷɐ lɐgbo
এত বড়ো হাসপাতাল আমি আগে দেখিনি,Sylhet ওতো বড় হাসপাতাল আমি আগে দেখছি না,ʃɔlhet ot̪o bɔɽo hɐʃpɐt̪ɐl ɐmɪ ɐge d̪ekʰcʰɪ nɐ
আমাকে দেখে খুব খুশি হলো,Sylhet আমারে দেখিয়া খুব খুশি ওইলো,sɪlhet ɐmɐɾe d̪ekʰɪʲɐ kʰub kʰuʃɪ o͡ɪ̯lo
আমি অন্যের সাথে কথা বলি ,Sylhet আমি আরেকগুর লগে মাতিয়ার,ʃɔlhe ɐmɪ ɐɾekguɾ lɔge mɐt̪ɪʲɐɾ
তিনি বিদেশ থেকে এসেছেন,Sylhet তাইন বিদেশ তনে আইছোইন,ʃɔlhe t̪ɐ͡ɪ̯n bɪd̪eʃ t̪ɔne ɐ͡ɪ̯cʰo͡ɪ̯n
তিনি কোন বিষয় নিয়ে কথা বলছিলেন?,Sylhet তাইন কিতা লইয়া মাতাত আছলা?,ʃɔlhe t̪ɐ͡ɪ̯n kɪt̪ɐ lɔ͡ɪ̯ʲɐ mɐt̪ɐt̪ ɐcʰolɐ?
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,Sylhet চলো তে ঐতিহাসিক জেগাত ঘুরাত যাই,ʃɔlhe cɔlo t̪e o͡ɪ̯t̪ɪhɐʃɪk ɟegɐt̪ gʱuɾɐt̪ ɟɐ͡ɪ̯
ঠিক করা হলো সবাই মিলে যাব,Sylhet ঠিক ওইলো হকলে মিলিয়া যাইমু,ʃɔlhe tʰɪk o͡ɪ̯lo hokole mɪlɪʲɐ ɟɐ͡ɪ̯mu
আমাদের যাওয়ার কথা শুনে সেও যাইতে চাইল ,Sylhet আমরার যাওয়ার কথা হুনিয়া হেও যাইতো চাইলো,ʃɔlhe ɐmɾɐɾ ɟɐ͡o̯ʷɐɾ kɔt̪ʰɐ hunɪʲɐ he͡o̯ ɟɐ͡ɪ̯t̪o cɐ͡ɪ̯lo
সব মানুষের ভাষা এক রকমের নয়,Sylhet সব মাইনষের ভাষা এক লাকান নায়,ʃɔlhe ʃɔb mɐ͡ɪ̯nʃeɾ bʱɐʃɐ ɛk lɐkɐn nɐe̯
সে মাঠে আসেনি ,Sylhet হে মাঠ-ও আইছে না,ʃɔlhet he mɐtʰ-o ɐ͡ɪ̯cʰe nɐ
জরুরি সভা হবে,Sylhet জরুরি সভা ওইবো,ʃɔlhe ɟoɾuɾɪ ʃɔbʱɐ o͡ɪ̯bo
হাসপাতালে আমি আগে যাইনি,Sylhet হাসপাতালও আমি আগে গেছি না,sɔlhe hɐʃpɐt̪ɐlo ɐmɪ ɐge gecʰɪ nɐ
আমি অন্যের সাথে কথা বলি না,Sylhet আমি অইন্যের লগে মাতি না,ʃɔlhe ɐmɪ ɔ͡ɪ̯nneɾ lɔge mɐt̪ɪ nɐ
তিনি কি বিদেশ থেকে এসেছেন,Sylhet তাইন কিতা বিদেশ তনে আইছোইন নি?,ʃɔlhe t̪ɐ͡ɪ̯n kɪt̪ɐ bɪd̪eʃ t̪ɔne ɐ͡ɪ̯cʰo͡ɪ̯n nɪ?
সবার ভাষা এক রকমের নয়,Sylhet সব ওর ভাষা এক লাকান নায়,ʃɔlhe ʃɔb oɾ bʱɐʃɐ ɛk lɐkɐn nɐe̯
তার কাছে অনেক টাকা আছে,Sylhet তার ধারো বউত টেখা আছে,ʃɔlhet t̪ɐɾ d̪ʱɐɾo bɔ͡u̯t̪o texɐ ɐcʰe
কয়েক দিন অপেক্ষা করো ,Sylhet কয়েকদিন উবাও একটু,ʃɔlhe kɔʲekd̪ɪn ubɐ͡o̯ ektu
আমার বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,Sylhet আমার বাসার ওবায় রাস্তার ধারো একটা ফুল ওর দোকান,ʃɔlhe ɐmɐɾ bɐʃɐɾ obɐe̯ ɾɐst̪ɐɾ d̪ʱɐɾo ɛktɐ pʰul oɾ d̪okɐn
তার কাছে অনেক দেশের টাকা আছে,Sylhet তার ধারো বউত দেশ ওর টেখা আছে,ʃɔlhet t̪ɐɾ d̪ʱɐɾo bɔ͡u̯t̪o d̪eʃ oɾ texɐ ɐcʰe
আমি তোমাকে একটা উপহার দিতে চাই,Sylhet আমি তুমিতাইন রে একটা উপহার দিতাম চাই,ʃɔlhe ɐmɪ t̪umɪt̪ɐ͡ɪ̯n ɾe ɛktɐ upohɐɾ d̪ɪt̪ɐm cɐ͡ɪ̯
সব শুনে আমি বললাম,Sylhet হকলতা হুনিয়াউ আমি কইলাম, ʃɔlhe hɔklɔt̪ɐ hunɪʲɐ͡u̯ ɐmɪ ko͡ɪ̯lɐm
কয়েক দিন অপেক্ষা করে দেখো,Sylhet কয়েকদিন উবাইয়া দেখো,ʃɔlhe kɔʲekd̪ɪn ubɐ͡ɪ̯ʲɐ d̪ɛkʰo
"কিছু দিন পরে পারুল নিজেই জানাল, বইটা পাওয়া গেছে","Sylhet কিছুদিন বাদে পারুলে নিজেউ জানাইলো, বই ওগু ফাওয়া গেছে","sɪlhet kɪcʰud̪ɪn bɐd̪e pɐɾule nɪɟe͡u̯ ɟɐnɐ͡ɪ̯lo, bo͡ɪ̯ ogu pʰɐ͡o̯ʷɐ gecʰe"
এক বই নিয়ে এত ঘটনা ঘটে যাবে,Sylhet একগু বই নিয়া ওতো ঘটনা ঘটি যাইবো,ʃɔlhet ɛkgu bo͡ɪ̯ nɪʲɐ ot̪o gʱɔtonɐ gʱotɪ ɟɐ͡ɪ̯bo
সে না বুঝে অন্যদের দোষ দিচ্ছিল,Sylhet হে না বুঝিয়াউ অইন্যরে দোষ দিতো আছলো!,ʃɔlhe he nɐ buɟʱɪʲɐ͡u̯ ɔ͡ɪ̯nnoɾe d̪oʃ d̪ɪt̪o ɐcʰolo!
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি ,Sylhet কমলাপুর রেলস্টেশন তনে বইন ওর বাসাত আইছি, ʃɔlho kɔmlɐpuɾ ɾelosteʃon t̪ɔne bo͡ɪ̯n oɾ bɐʃɐt̪ ɐ͡ɪ̯cʰɪ
বোনের বাসার কাছে রাস্তার পাশে একটি ফুলের দোকান,Sylhet বইন ওর বাসার ওবায় রাস্তার ধারো একটা ফুলের দোকান,ʃɔlhe bo͡ɪ̯n oɾ bɐʃɐɾ obɐe̯ ɾɐst̪ɐɾ d̪ʱɐɾo ɛktɐ pʰuleɾ d̪okɐn
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রকম ফুল আছে দোকানে ","Sylhet রজনীগন্ধা, গোলাপ, গাঁদা লগে আরো বউত জাত ওর ফুল আছে দোকান-ও","ʃɔlhe ɾɔzonɪgɔnd̪ʱɐ, golɐp, gɐ̃d̪ɐ lɔge ɐɾo bɔ͡u̯t̪o zɐt̪ oɾ ful ɐcʰe d̪okɐn-o"
 বড়ো বোনের জন্য কিছু পেয়ারা কিনল,Sylhet বড় বইন ওর লাগি কিছু সফরি কিনলো,ʃɔlhe bɔɽo bo͡ɪ̯n oɾ lɐgɪ kɪcʰu ʃɔpʰoɾɪ kɪnlo
 বড়ো বোন কিছু পেয়ারা কিনল,Sylhet বড় বইনে কিছু সফরি কিনলো,ʃɔlhet bɔɽo bo͡ɪ̯ne kɪcʰu ʃɔpʰoɾɪ kɪnlo
তো আমি কী করব?,Sylhet তে আমি কিতা করতাম?,ʃɔlhe t̪e ɐmɪ kɪt̪ɐ koɾt̪ɐm?
সমান দুটো টুকরো হয়ে গেছে,Sylhet সমান দুইটা টুকরা ওই গেছে,ʃɔlhe ʃɔmɐn d̪u͡ɪ̯tɐ tukɾɐ o͡ɪ̯ gecʰe
দু-টুকরো হলো কী করে?,Sylhet দুই টুকরা ওইলো কিলা?,ʃɔlhe d̪u͡ɪ̯ tukɾɐ o͡ɪ̯lo kɪlɐ?
এটা আমাদের বাড়ি,Sylhet ওগু আমরার বাড়ি,ʃɔlhet ogu ɐmɾɐɾ bɐɽɪ
এই বাড়িটা আমাদের,Sylhet ওউ বাড়ি ওগু আমরার,ʃɔlhet o͡u̯ bɐɽɪ ogu ɐmɾɐɾ
প্রথমে বালিশের তলাটা হাতড়ালেন,Sylhet ফয়লা বালিশ ওর তলা ওগু হাতাইলা,ʃɔlɪ pʰɔʲlɐ bɐlɪʃ oɾ t̪ɔlɐ ogu hɐt̪ɐ͡ɪ̯lɐ
এত সুন্দর লাগে তার,Sylhet ওতো বালা লাগে তার,ʃɔlhe ot̪o bɐlɐ lɐge t̪ɐɾ
শুধু তাকিয়ে থাকতে ইচ্ছে করে,Sylhet খালি চাই থাকতেউ ইচ্ছা করে,ʃɔlhe kʰɐlɪ cɐ͡ɪ̯ t̪ʰɐkt̪e͡u̯ ɪccʰɐ koɾe
তাদের বাগান অন্যদের বাগানের মতো নয়,Sylhet তারার বাগান অইন্যরার বাগান ওর লাকান নায়,ʃɔlhe t̪ɐɾɐɾ bɐgɐn ɔ͡ɪ̯nnoɾɐɾ bɐgɐn oɾ lɐkɐn nɐe̯
বিশাল বড়ো বড়ো গাছ,Sylhet যে বড় বড় গাছ,ʃɔlhet ɟe bɔɽo bɔɽo gɐcʰ
পুতুলের এই জন্যেই খুব মন খারাপ,Sylhet পুতুল ওর ওতার লাগিউ খুব মন খারাপ,ʃɔlhe put̪ul oɾ ot̪ɐɾ lɐgɪ͡u̯ kʰub mon kʰɐɾɐp
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,Sylhet গাছ ওকলতোর দিকে চাইলেউ তাইর কান্দা আই যায়,ʃɔlhe gɐcʰ oklot̪oɾ d̪ɪke cɐ͡ɪ̯le͡u̯ t̪ɐ͡ɪ̯ɾ kɐnd̪ɐ ɐ͡ɪ̯ ɟɐe̯
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,Sylhet ছোটরা ওতো কাম করে যেতক বড়োরার পছন্দ নায়,ʃɔlhe cʰotoɾɐ ot̪o kɐm koɾe ɟet̪ok bɔɽoɾɐɾ pɔcʰond̪o nɐe̯
তাছাড়া আরেকটা কারণও আছে,Sylhet ইতা বাদেও আরেকটা কারণ আছে,ʃɔlhe ɪt̪ɐ bɐd̪e͡o̯ ɐɾektɐ kɐɾon ɐcʰe
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,Sylhet ঘর ওর মাঝে আলো বাতাস ওতো ঢুকতো ফারে না,ʃɔlhe gʱɔɾ oɾ mɐɟʱe ɐlo bɐt̪ɐʃ ot̪o dʱukɔt̪o pʰɐɾe nɐ
আমাদের চলতেই পারে না,Sylhet আমরার চলতোউ ফারে না,sɪhe ɐmɾɐɾ cɔlɔt̪o͡u̯ pʰɐɾe nɐ
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,Sylhet হাত তালি দিয়া দিয়া কিতা পড়া যায় নি?,ʃɔlhe hɐt̪ t̪ɐlɪ d̪ɪʲɐ d̪ɪʲɐ kɪt̪ɐ pɔɽɐ ɟɐe̯ nɪ?
কোথাও যাওয়ার রাস্তা,Sylhet কোন যাওয়ার রাস্তা,ʃɔlhe kon ɟɐ͡o̯ʷɐɾ ɾɐst̪ɐ
এখানে নাকি একটা শিশুপার্ক হবে,Sylhet ওনো বুলে একটা শিশুপার্ক ওইতো,ʃɔlhe ono bule ɛktɐ ʃɪʃupɐɾko o͡ɪ̯t̪o
তোমাদের কথা শুনে হাসছি,Sylhet তোমরার মাত হুনিয়া হাসছি,ʃɔlhe t̪omɾɐɾ mɐt̪ hunɪʲɐ hɐʃcʰɪ
মিথ্যা কথা বোলো না,Sylhet মিছা মাত মাতিও না,ʃɔlhe mɪcʰɐ mɐt̪ mɐt̪ɪ͡o̯ nɐ
যে অত্যাচার করে,Sylhet যে অত্যাচার কররো,ʃɔlhe ɟe ot̪t̪ɐcɐɾ koɾɾo
মেঠো পথের দুপাশে সবুজ ধানখেত,Sylhet মাঠ ওর দুই ধারো সবুজ ধানক্ষেত,ʃɔlhe mɐtʰ oɾ d̪u͡ɪ̯ d̪ʱɐɾo ʃobuɟ d̪ʱɐnkkʰet̪
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,Sylhet আখতা করি সামনের ফুরিগু থমকি গেছে,ʃɔlhet ɐkʰot̪ɐ koɾɪ ʃɐmoneɾ pʰuɾɪgu t̪ʰɔmkɪ gecʰe
ধানখেত পার হতেই একটা বড়ো পুকুর,Sylhet ধানক্ষেত ফার ওইতেউ একগু বড় পুকরি,ʃɔlhet d̪ʱɐnkkʰet̪ pʰɐɾ o͡ɪ̯t̪e͡u̯ ɛkgu bɔɽo pukɾɪ
চোখের আড়াল হয়ে গেছে,Sylhet চউখ ওর আড়াল ওই গেছে,ʃɔlhet cɔ͡u̯kʰ oɾ ɐɽɐl o͡ɪ̯ gecʰe
সে আমার চোখের আড়াল হয়ে গেছে ,Sylhet হে আমার চউখ ওর আড়াল ওই গেছে,sɪhet he ɐmɐɾ cɔ͡u̯kʰ oɾ ɐɽɐl o͡ɪ̯ gecʰe
সেখানকার পানি টলটলে,Sylhet হনোর পানি টলটলে,ʃɔlɪ honoɾ pɐnɪ tɔltɔle
পুকুরের ধারে একটা বড়ো আমগাছ,Sylhet পুকরির কান্দাত একগু বড় আমগাছ,ʃɔlhe pukoɾɪɾ kɐnd̪ɐt̪o ɛkgu bɔɽo ɐmgɐcʰ
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","Sylhet আমার লাগের, এবার বউত আম ধরবো"," ʃɔlhe ɐmɐɾ lɐgeɾ, ebɐɾ bɔ͡u̯t̪o ɐm d̪ʱoɾbo"
আমি আম খেতে ভালোবাসি,Sylhet আমি আম খাইতে বালা ফাই,ʃɔlho ɐmɪ ɐm kʰɐ͡ɪ̯t̪e bɐlɐ pʰɐ͡ɪ̯
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,Sylhet ওউ আম গাছ ওর দিকে চাই রইছলাম,ʃɔlhe o͡u̯ ɐm gɐcʰ oɾ d̪ɪke cɐ͡ɪ̯ ɾo͡ɪ̯cʰɔlɐm
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,Sylhet আম গাছ ওর বায় চাইয়া এক ফুরিয়ে কইলো,ʃɔlhe ɐm gɐcʰ oɾ bɐe̯ cɐ͡ɪ̯ʲɐ ɛk pʰuɾɪʲe ko͡ɪ̯lo
