bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa
শুনেন,ɕun̪en̪ɔ,হোনে,hone,হুনোইন,huno͡ɪ̯n,হুনে,hune,হুনেন,hunen,নো,no
শুভ,ɕub̤ɔ,শুভ,ʃubʱ,জন্মদিন,ɟɔnmod̪ɪn,শুভ,ʃubʱ,শুভ,ʃubʱ,শুভ,ʃuv
শুভকামনা,ɕub̤kamɔn̪a,শুভকামনা,ʃuvkɐmonɐ,শুভ,ʃubʱ,শুভকামনা,ʃuvkɐmonɐ,শুভকামনা,ʃuvkɐmonɐ,শুভকামনা,ʃuvkɐmonɐ
শুরু,ɕuru,শুরু,ʃuɾu,অয়,ɔe̯,শুরু,ʃuɾu,শুরু,ʃuɾu,ফরা,fɔɾɐ
শুরুটা,ɕuruta,শুরুডা,ʃuɾudɐ,কুন্তার,kunt̪ɐɾ,শুরুডা,ʃuɾudɐ,শুরুটা,ʃuɾutɐ,শুরু,ʃuɾu
শুরুতেই,ɕurut̪ei,কাল,kɐl,শুরু,ʃuɾu,শুরুতেই,ʃuɾut̪e͡ɪ̯,শুরুতেই,ʃuɾut̪e͡ɪ̯,ফযরত,fɔzoɾɔt̪o
শুয়ে,ɕue̯e,হুইয়া,hu͡ɪ̯ʲɐ,হুতি,hut̪ɪ,শুয়া,ʃuʲɐ,হুতি,hut̪ɪ,লুডি,ludɪ
শূন্যতা,ɕun̪d͡zɔt̪a,ফাঁকা,pʰɐ̃kɐ,অনুভব,onuvɔb,শূন্যতা,ʃunnot̪ɐ,কইরলাম,ko͡ɪ̯ɾlɐm,হালি,hɐlɪ
শেখ,ɕekʰɔ,নাম,nɐm,প্রধানমন্ত্রী,pɾod̪ʱɐnmont̪ɾɪ,শেখ,ʃekʰo,হোদানমন্ত্রী,hod̪ɐnmont̪ɾɪ,শেক,ʃek
শেখঘাট,ɕekʰɔ̤ɡ̤atɔ,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt,শেখঘাট,ʃekʰgʱɐt
শেয়ার,ɕee̯arɔ,সেয়ার,ʃeʲɐɾ,শেয়ার,ʃeʲɐɾ,শেয়ার,ʃe,শেয়ার,ʃeʲɐɾ,হতা,hɔt̪ɐ
শেষ,ɕeʂɔ,ফুরাইয়া,pʰuɾɐ͡ɪ̯ʲɐ,অওয়ার,ɔ͡o̯ʷɐɾ,যৌবন,ɟo͡u̯bon,হবার,hɔbɐɾ,অইবর,ɔ͡ɪ̯bɔɾ
শেষ,ɕeʂ,শ্যাষ?,ʃɛʃ?,শেষ!!,ʃeʃ!!,শেষ,ʃeʃ,শেষ,ʃeʃ,শেষ,ʃeʃ
শেষ?,ɕeʂɔ?,শ্যাষ?,ʃɛʃ?,শেষ,ʃeʃ,শেষ?,ʃeʃ?,শেষনি?,ʃeʃonɪ?,শেষ,ʃeʃ
শেষে,ɕeʂe,দিন,d̪ɪn,শেষে,ʃeʃe,তুমি,t̪umɪ,শেষ,ʃeʃ,শেষে,ʃeʃe
শোনতেই,ɕon̪t̪ei,গান,gɐn,হুনলেউ,hunle͡u̯,হুনতেই,hunt̪e͡ɪ̯,হুনাইতেই,hunɐ͡ɪ̯t̪e͡ɪ̯,ফুনিলেই,funɪle͡ɪ̯
শোনার,ɕon̪arɔ,হোনার,honɐɾ,পর,pɔɾ,হুনার,hunɐɾ,হরেদি,tenʃɔne,টেনশন,tenʃɔn
শোনে,ɕon̪e,হোনে,hone,হুনে,hune,হুনে,hune,হুনে,hune,মানে,mɐne
শ্বশুর,ɕbɔɕurɔ,হউর,hɔ͡u̯ɾ,হউর,hɔ͡u̯ɾ,শ্বশুর,ʃoʃuɾ,হোড়,hoɽ,ওওর,o͡o̯ɾ
শ্বশুরবাড়ির,ɕbɔɕurbaɽirɔ,হউরবাড়ির,hɔ͡u̯ɾbɐɽɪɾ,হউরবাড়ির,hɔ͡u̯ɾbɐɽɪɾ,শ্বশুরবাড়ির,ʃoʃuɾbɐɽɪɾ,হোড়বাড়ির,hoɽbɐɽɪɾ,অররবাডির,ɔɾoɾbɐdɪɾ
সংসার,s̪ɔŋs̪arɔ,সংসার,ʃɔŋʃɐɾ,সংসার,ʃɔŋʃɐɾ,সংসার,ʃɔŋʃɐɾ,মাইয়াগার,mɐ͡ɪ̯ʲɐgɐɾ,মহিলা,mohɪlɐ
সংসারে,s̪ɔŋs̪are,সংসারে,ʃɔŋʃɐɾe,সংসারো,ʃɔŋʃɐɾo,সংসারে,ʃɔŋʃɐɾe,সংসারে,ʃɔŋʃɐɾe,সংসার,ʃɔŋʃɐɾ
সংসারের,s̪ɔŋs̪arerɔ,সংসারের,ʃɔŋʃɐɾeɾ,সংসারর,ʃɔŋʃɐɾoɾ,সংসারের,ʃɔŋʃɐɾeɾ,দায়িত্ব,d̪ɐʲɪt̪t̪o,তার,t̪ɐɾ
সকল,s̪ɔkɔl̪ɔ,হগল,hɔgol,হক্কল,hokkol,সকল,ʃɔkol,বেক,bek,বেজ্ঞিন,beggɪn
সকলের,s̪ɔkɔl̪erɔ,হগলডির,hɔgoldɪɾ,হক্কল,hokkol,বেজ্ঞের,beggeɾ,বেকের,bekeɾ,বেজ্ঞুনর,beggunɔɾ
সকাল,s̪ɔkal̪ɔ,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালে,ʃɔkɐle,সহাল,ʃɔhɐl,বেয়ানে,beʲɐne,তারা,t̪ɐɾɐ
সকালবেলা,s̪ɔkal̪bel̪a,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালবেলা,ʃɔkɐlbelɐ,সকালে,ʃɔkɐle,কাইল্লা,kɐ͡ɪ̯llɐ,হালিয়া,hɐlɪʲɐ
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকালে,ʃɔkɐle,সকালে,ʃɔkɐle,গা,gɐ,বেইন্না,be͡ɪ̯nnɐ
সকালের,s̪ɔkal̪erɔ,বেইন্না,be͡ɪ̯nnɐ,সকাইলকুর,ʃɔkɐ͡ɪ̯lkuɾ,সকালের,ʃɔkɐleɾ,বেয়ানের,beʲɐneɾ,বেইন্না,be͡ɪ̯nnɐ
সকাালে,s̪ɔkaal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle,সকাইলকু,ʃɔkɐ͡ɪ̯lku,সহালে,ʃɔhɐle,সকালে,ʃɔkɐle,সকালত,ʃɔkɐlɔt̪o
সঙ্গে,s̪ɔŋɡe,লগে,lɔge,লগে,lɔge,সাথে,ʃɐt̪ʰe,লগে,lɔge,ফোয়ারে,foʷɐɾe
সচেতন,s̪ɔt͡ɕet̪ɔn̪ɔ,মন,mon,রাখি,ɾɐkʰɪ,সচেতন,ʃɔcet̪on,সচেতন,ʃɔcet̪on,সচেতন,ʃɔcet̪on
সঠিক,s̪ɔtʰikɔ,ঠিক,tʰɪk,হাছা,hɐcʰɐ,সঠিক,ʃɔtʰɪk,ঠিক,tʰɪk,টিক,tɪk
সতর্ক,s̪ɔt̪ɔrkɔ,দুইজনি,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,সতর্ক,ʃɔt̪ɔɾko,অইবো,ɔ͡ɪ̯bo
সত্যি,s̪ɔt̪d͡zi,সত্য,ʃot̪t̪o,সত্য,ʃot̪t̪o,সত্যি,ʃot̪t̪ɪ,বাবারে,bɐbɐɾe,সত্যি,ʃot̪t̪ɪ
সত্যিই,s̪ɔt̪d͡zii,সত্যই,ʃot̪t̪o͡ɪ̯,হাচাও,hɐcɐ͡o̯,সত্যিই,ʃot̪t̪ɪ͡ɪ̯,সত্যিই,ʃot̪t̪ɪ͡ɪ̯,হাসা,hɐʃɐ
সত্যিকার,s̪ɔt̪d͡zikarɔ,ভালোবাসতে,bʱɐlobɐʃt̪e,হাছা,hɐcʰɐ,সত্যিকার,ʃot̪t̪ɪkɐɾ,সত্যিকারের,ʃot̪t̪ɪkɐɾeɾ,বালবাইসতে,bɐlbɐ͡ɪ̯ʃt̪e
সত্যিকারের,s̪ɔt̪d͡zikarerɔ,সত্য,ʃot̪t̪o,সত্তিকারর,ʃɔt̪t̪ɪkɐɾoɾ,সত্যিকারের,ʃot̪t̪ɪkɐɾeɾ,সত্যিকারের,ʃot̪t̪ɪkɐɾeɾ,সত্যিকারওর,ʃot̪t̪ɪkɐɾoɾ
সত্যিটা,s̪ɔt̪d͡zita,সত্যডা,ʃot̪t̪odɐ,সত্তিটা,ʃɔt̪t̪ɪtɐ,সত্যিডা,ʃot̪t̪ɪdɐ,সত্যি,ʃot̪t̪ɪ,সইত্যইয়ান,ʃo͡ɪ̯t̪t̪o͡ɪ̯ʲɐn
সত্যের,s̪ɔt̪d͡zerɔ,সত্যর,ʃot̪t̪oɾ,হাচা,hɐcɐ,সত্যের,ʃot̪t̪eɾ,সত্যির,ʃot̪t̪ɪɾ,হাসা,hɐʃɐ
সন্তান,s̪ɔn̪t̪an̪,সন্তান,ʃɔnt̪ɐn,ফুয়া,pʰuʲɐ,সন্তান,ʃɔnt̪ɐn,সন্তান,ʃɔnt̪ɐn,ফোয়া,foʷɐ
সন্তানকে,s̪ɔn̪t̪an̪ke,গেদুরে,ged̪uɾe,হুরুতারে,huɾut̪ɐɾe,সন্তানরে,kʰɐlɪ,সন্তানের,ʃɔnt̪ɐneɾ,ফোয়াওক্কলেরে,foʷɐ͡o̯kkoleɾe
সন্দেহ,s̪ɔn̪d̪ehɔ,সন্দেহ,ʃɔnd̪eho,সন্দেহ,ʃɔnd̪eho,সন্দেহ,ʃɔnd̪eho,সন্দেহ,ʃɔnd̪eho,সন্দেহ,ʃɔnd̪eho
সন্দেহজনক,s̪ɔn̪d̪ehɔd͡ʑɔn̪ɔkɔ,সন্দেহজনক,ʃɔnd̪ehɟɔnok,মনে,mone,সন্দেহজনক,ʃɔnd̪ehoɟɔnok,সন্দেহজনক,ʃɔnd̪ehɟɔnok,মনে,mone
সন্ধায়,s̪ɔn̪d̪̤ae̯ɔ,সন্ধায়,ʃond̪ʱɐe̯,হাঞ্জাবেলাত,hɐnɟɐbelɐt̪,সন্ধায়,ʃond̪ʱɐe̯,সন্ধায়,ʃond̪ʱɐe̯,সন্ধায়,ʃond̪ʱɐe̯
সন্ধ্যায়,s̪ɔn̪d̪̤d͡zae̯ɔ,সন্ধ্যায়,ʃond̪ʱɐe̯,হাইনজা,hɐ͡ɪ̯nɟɐ,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধাত,ʃond̪ʱɐt̪o
সন্ধ্যায়,s̪ɔn̪d̪̤d͡zae̯ɔ,সন্ধ্যাইয়,ʃond̪ʱɐ͡ɪ̯ʲo,হাইঞ্জার,hɐ͡ɪ̯nɟɐɾ,সন্ধ্যায়,ʃond̪ʱɐe̯,সন্ধ্যায়,mɐ,সন্ধ্যায়,ʃond̪ʱɐe̯
সন্মানের,s̪ɔn̪man̪erɔ,সম্মানের,ʃɔmmɐneɾ,লাগি,lɐgɪ,সন্মানের,ʃɔnmɐneɾ,সম্মানের,ʃɔmmɐneɾ,সম্মানর,ʃɔmmɐnoɾ
সপ্তাহখানেক,s̪ɔpt̪ahɔkʰan̪ekɔ,সপ্তাখানেক,ʃɔpt̪ɐkʰɐnek,ইগুর,ɪguɾ,সপ্তাহখানেক,ʃɔpt̪ɐhokʰɐnek,ইয়া,ɪʲɐ,ইবা,ɪbɐ
সপ্তাহের,s̪ɔpt̪aherɔ,গুলান,gulɐn,ওকলে,okole,সপ্তাহের,ʃɔpt̪ɐheɾ,সপ্তাহের,ʃɔpt̪ɐheɾ,সপ্তাই,ʃɔpt̪ɐ͡ɪ̯
সফল,s̪ɔɸɔl̪ɔ,জীবনে,ɟɪbone,সফল,ʃɔpʰɔl,জীবনে,ɟɪbone,জিবনে,ɟɪbone,সফল,ʃɔfɔl
সব,s̪ɔbɔ,হগল,hɔgol,সব,ʃɔb,সপ্নের,ʃɔpneɾ,বেক,bek,এগাজা,ɛgɐzɐ
সবকিছু,s̪ɔbɔkit͡ɕʰu,হক্কলডি,hokkoldɪ,ওইলেউ,o͡ɪ̯le͡u̯,বেগকিনু,begokɪnu,বেককিছু,bekkɪcʰu,বেজ্ঞিন,beggɪn
সবকিছুই,s̪ɔbɔkit͡ɕʰui,হগলডি,hɔgoldɪ,সবতাউ,ʃɔbt̪ɐ͡u̯,বেগকিসুই,begokɪʃu͡ɪ̯,বেগগিনই,begogɪnɪ,কিছুই,kɪcʰu͡ɪ̯
সবকিছুতে,s̪ɔbɔkit͡ɕʰut̪e,হগলকিছুতে,hɔgolkɪcʰut̪e,হখলতাত,hɔkʰlt̪ɐt̪,বেগকিসুতে,begokɪʃut̪e,বেগগিনে,begogɪne,বেয়াাক্কিসুত,beʲɐkkɪʃut̪
সবকিছুতেই,s̪ɔbɔkit͡ɕʰut̪ei,হগলকিছুতেই,hɔgolkɪcʰut̪e͡ɪ̯,হকলতাত,hɔkolt̪ɐt̪,বেগকিসুতেই,begokɪʃut̪e͡ɪ̯,বেগগিনেই,hɪgɐɾ,বেয়াক্কিসুত,beʲɐkkɪʃut̪
সবখান,s̪ɔbɔkʰan̪ɔ,হগলখানে,hɔgolkʰɐne,খরি,xoɾɪ,সবখান,ʃɔbkʰɐn,বেক,bek,বেগ,beg
সবচেয়ে,s̪ɔbɔt͡ɕee̯e,সবচাইয়া,ʃɔbcɐ͡ɪ̯ʲɐ,সব,ʃɔb,সবচেয়ে,ʃɔbceʲe,সবচাইতে,ʃɔbcɐ͡ɪ̯t̪e,বেজ্ঞুনরতুন,beggunɔɾt̪un
সবজি,s̪ɔbɔd͡ʑi,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯zɔn,সবজি,ʃɔbɟɪ,সবজি,ʃɔbɟɪ,সব্জি,ʃɔbzɪ
সবজির,s̪ɔbɔd͡ʑirɔ,সবজির,ʃɔbɟɪɾ,সবজি,ʃɔbɟɪ,সবজির,ʃɔbɟɪɾ,জনপ্রিয়,ɟɔnopɾɪʲo,সবজির,ʃɔbzɪɾ
সবটা,s̪ɔbɔta,পুরাডা,puɾɐdɐ,হখলতা,hɔkʰlɔt̪ɐ,বেগটা,begtɐ,বেগগিন,begogɪn,বেয়াক্কুন,beʲɐkkun
সবসময়,s̪ɔbɔs̪ɔme̯ɔ,হারা,hɐɾɐ,হখল,hɔkʰl,বেগসময়,begʃɔmɔe̯,সবসময়,ʃɔbʃɔmɔe̯,এগাযা,ɛgɐzɐ
সবসময়,s̪ɔbɔs̪ɔme̯ɔ,হগলসময়,hɔgolʃɔmɔe̯,সময়,ʃɔmɔe̯,বেগসময়,begʃɔmɔe̯,বেক,bek,এগাযা,ɛgɐzɐ
সবসময়ে,s̪ɔbɔs̪ɔme̯e,হগলকালে,hɔgolkɐle,হকল,hokol,বেগসময়ে,begʃɔmɔʲe,বেকসময়ে,bekʃɔmɔʲe,সবসমত,ʃɔbʃɔmɔt̪
সবাই,s̪ɔbai,হগলডি,hɔgoldɪ,হকল,hokol,বেজ্ঞে,begge,বেঁকে,bẽke,বেয়াক্কুন,beʲɐkkun
সবাইকে,s̪ɔbaike,হগলডিরে,hɔgoldɪɾe,হক্কলরে,hokkolɾe,সবাইরে,ʃɔbɐ͡ɪ̯ɾe,বেকেরে,bekeɾe,বেয়াক্কুনর,beʲɐkkunɔɾ
সবার,s̪ɔbar,বেবাকের,bebɐkeɾ,হখলর,hɔkʰloɾ,বেহের,beheɾ,বেকের,bekeɾ,বেজ্ঞুনর,beggunɔɾ
সবার,s̪ɔbarɔ,বেবাকটির,bebɐktɪɾ,হকলের,hɔkoleɾ,বেকগের,bekgeɾ,বেকের,bekeɾ,বেয়াক্কুনর,beʲɐkkunɔɾ
সবুজ,s̪ɔbud͡ʑɔ,সবুজ,ʃobuɟ,সবুজ,ʃobuɟ,সবুজ,ʃobuɟ,সবুজ,ʃobuɟ,সবুজ,ʃobuɟ
সবে,s̪ɔbe,হবায়,hɔbɐe̯,মাত্র,mɐt̪ɾo,সবে,ʃɔbe,এলা,elɐ,বয়স,bɔʲoʃ
সভা,s̪ɔb̤a,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ,সভা,ʃɔbʱɐ
সভ্যতাকে,s̪ɔb̤d͡zɔt̪ake,সইভ্যতারে,ʃo͡ɪ̯bbʱot̪ɐɾe,সভ্যতারে,ʃɔbbʱot̪ɐɾe,সভ্যতাকে,ʃɔbbʱot̪ɐke,সভ্যতারে,ʃɔbbʱot̪ɐɾe,সব্যতারে,ʃobbot̪ɐɾe
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,টিকটিক,tɪktɪk
সময়টা,s̪ɔme̯ɔta,ছাড়া,cʰɐɽɐ,ছাড়া,cʰɐɽɐ,সময়ডা,ʃɔmɔʲdɐ,হিন,hɪn,হিন,hɪn
সমর্থন,s̪ɔmɔrt̪ʰɔn̪ɔ,সমর্থন,ʃɔmoɾt̪ʰɔn,সমর্থন,ʃɔmoɾt̪ʰɔn,সমর্থন,ʃɔmoɾt̪ʰɔn,সমর্থন,ʃɔmoɾt̪ʰɔn,সমর্তন,ʃɔmoɾt̪on
সমস্ত,s̪ɔmɔs̪t̪ɔ,হগল,hɔgol,বেছিয়া,becʰɪʲɐ,সমস্ত,ʃɔmost̪o,বেজ্ঞুন,beggun,সমস্ত,ʃɔmost̪o
সমস্যা,s̪ɔmɔs̪d͡za,লইয়া,lɔ͡ɪ̯ʲɐ,সমস্যা,ʃɔmoʃʃɐ,সমস্যা,ʃɔmoʃʃɐ,সমস্যা,ʃɔmoʃʃɐ,ইবা,ɪbɐ
সমস্যাটি,s̪ɔmɔs̪d͡zati,মতো,mɔt̪o,খরি,xoɾɪ,সমস্যাডা,ʃɔmoʃʃɐdɐ,করি,koɾɪ,গরি,goɾɪ
সমস্যার,s̪ɔmɔs̪d͡zarɔ,বেমালা,bemɐlɐ,মাঝে,mɐɟʱe,সমস্যার,ɐʃɪ,আছি,ɐcʰɪ,সমস্যাত,ʃɔmoʃʃɐt̪o
সমস্যায়,s̪ɔmɔs̪d͡zae̯ɔ,সমস্যায়,ʃɔmoʃʃɐe̯,সমস্যাত,ʃɔmoʃʃɐt̪o,সমস্যায়,ʃɔmoʃʃɐe̯,সমস্যায়,ʃɔmoʃʃɐe̯,সমস্যাত,ʃɔmoʃʃɐt̪o
সমাজের,s̪ɔmad͡ʑerɔ,সমাজের,ʃɔmɐɟeɾ,সমাজর,ʃɔmɐɟoɾ,সমাজের,ʃɔmɐɟeɾ,সমাজের,ʃɔmɐɟeɾ,সমাজোর,ʃɔmɐzoɾ
সমাধান,s̪ɔmad̪̤an̪ɔ,সমেস্যাডা,ʃɔmesʃɐdɐ,সমস্যাটার,ʃɔmoʃʃɐtɐɾ,সমাধান,ʃɔmɐd̪ʱɐn,সমস্যাগার,ʃɔmoʃʃɐgɐɾ,সমস্যাগান,ʃɔmoʃʃɐgɐn
সমান,s̪ɔman̪ɔ,সমান,ʃɔmɐn,সমান,ʃɔmɐn,সমান,ʃɔmɐn,সমান,ʃɔmɐn,সমান,ʃɔmɐn
সম্পত্তি,s̪ɔmpɔt̪t̪i,সম্পত্তি,ʃɔmpot̪t̪ɪ,গ্রামোর,gɾɐmoɾ,সম্পত্তি,ʃɔmpot̪t̪ɪ,সম্পত্তি,ʃɔmpot̪t̪ɪ,সম্পত্তি,ʃɔmpot̪t̪ɪ
সম্পদ,s̪ɔmpɔd̪ɔ,সম্পদ,ʃɔmpɔd̪,তাকি,t̪ɐkɪ,সম্পদ,ʃɔmpɔd̪,সম্পদ,ʃɔmpɔd̪,সম্পদ,ʃɔmpɔd̪
সম্পর্ক,s̪ɔmpɔrkɔ,লগে,lɔge,খাতির,kʰɐt̪ɪɾ,পানি,pɐnɪ,সম্পর্ক,ʃɔmpoɾko,অর,ɔɾ
সম্পর্কও,s̪ɔmpɔrko,ছাড়া,ʃɔmpoɾko͡o̯,সম্পর্কও,ʃɔmpoɾko͡o̯,সম্পর্কও,ʃɔmpoɾko͡o̯,সম্পর্ক,ʃɔmpoɾko,সম্পর্কও,ʃɔmpoɾko͡o̯
সম্পর্কটা,s̪ɔmpɔrkɔta,সম্পর্কডা,ʃɔmpoɾkodɐ,লাগি,lɐgɪ,সম্পর্কটা,ʃɔmpoɾkotɐ,সম্পর্কটা,ʃɔmpoɾkotɐ,সম্পর্কগান,ʃɔmpoɾkogɐn
সম্পর্কে,s̪ɔmpɔrke,সম্পর্ক,ʃɔmpoɾko,সম্পর্ক,ʃɔmpoɾko,সম্পর্কে,ʃɔmpoɾke,সম্পর্কে,ʃɔmpoɾke,সম্পর্ক,ʃɔmpoɾko
সম্পর্কের,s̪ɔmpɔrkerɔ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কের,ʃɔmpoɾkeɾ,সম্পর্কর,ʃɔmpoɾkoɾ
সম্পূর্ণ,s̪ɔmpurnɔ,পুরাডা,puɾɐdɐ,ঘটনা,gʱɔtonɐ,সম্পূর্ণ,ʃɔmpuɾno,বেগগিন,begogɪn,হই,ho͡ɪ̯
সম্ভব,s̪ɔmb̤ɔbɔ,সম্ভব,ʃɔmbʱɔb,যায়,ɟɐe̯,সম্ভব,ʃɔmbʱɔb,সম্ভব,ʃɔmbʱɔb,সম্বব,ʃɔmbɔb
সম্মান,s̪ɔmman̪ɔ,সম্মান,ʃɔmmɐn,দেয়,d̪ee̯,সম্মান,ʃɔmmɐn,সম্মান,ʃɔmmɐn,সম্মান,ʃɔmmɐn
সম্মুখীন,s̪ɔmmukʰin̪ɔ,সামনে,poɾt̪e,মুখামুখি,muxɐmuxɪ,সম্মুখীন,ʃɔmmukʰɪn,সম্মুখীন,ʃɔmmukʰɪn,বাঁদার,mũke
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯
সময়মতো,s̪ɔme̯ɔmɔt̪o,সময়মত,ʃɔmɔʲmɔt̪,করতে,koɾt̪e,সময়মতো,ʃɔmɔʲmɔt̪o,সময়,ʃɔmɔe̯,হাম,hɐm
সময়ে,s̪ɔme̯e,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,গানওন,gɐnon
সরকারি,s̪ɔrɔkari,সরকারি,ʃɔɾkɐɾɪ,সরকারি,ʃɔɾkɐɾɪ,সরকারি,ʃɔɾkɐɾɪ,সরকারি,ʃɔɾkɐɾɪ,সরকারি,ʃɔɾkɐɾɪ
সরল,s̪ɔrɔl̪ɔ,সরল,ʃɔɾol,সরল,ʃɔɾol,সরল,ʃɔɾol,তোওয়ার,t̪o͡o̯ʷɐɾ,সহজ,ʃɔhoz
সরিষার,s̪ɔriʂarɔ,কউররার,kuɾɾɐɾ,সরিষার,ʃoɾɪʃɐɾ,সরিষার,ʃoɾɪʃɐɾ,সরিষার,ʃoɾɪʃɐɾ,সরিষার,ʃoɾɪʃɐɾ
সরিয়ে,s̪ɔrie̯e,সরাইয়া,ʃɔɾɐ͡ɪ̯ʲɐ,হরাইয়া,hɔɾɐ͡ɪ̯ʲɐ,সরায়া,ʃɔɾɐʲɐ,হরা,hɔ,আইন্নুম,ɐ͡ɪ̯nnum
সর্দি,s̪ɔrd̪i,কাশ,kɐʃ,কাশি,kɐʃɪ,সর্দি,ʃɔɾd̪ɪ,ধরি,d̪ʱoɾɪ,দরিয়েরে,ʃɔɾd̪ɪ
সর্দি-কাশি,s̪ɔrd̪i-kaɕi,কাশি,kɐʃɪ,ভালা,bʱɐlɐ,সর্দি-কাশি,ʃɔɾd̪ɪ-kɐʃɪ,হঢ়,hɔe̯,বালা,bɐlɐ
সর্দি-জ্বর,s̪ɔrd̪i-d͡ʑbɔrɔ,ঠান্ডা-জ্বর,-ɟɔɾ,সর্দি-,ʃɔɾd̪ɪ-,সর্দি-জ্বর,ʃɔɾd̪ɪ-ɟɔɾ,সর্দি-জ্বর,ʃɔɾd̪ɪ-ɟɔɾ,সরদি,ʃɔɾd̪ɪ
সর্বনাশ,s̪ɔrbɔn̪aɕɔ,সর্বনাশ,ʃɔɾbonɐʃ,অই,ɔ͡ɪ̯,হয়া,hɔʲɐ,অই,ɔ͡ɪ̯,সর্বনাশ,ʃɔɾbonɐʃ
সহ,s̪ɔhɔ,লইয়া,lɔ͡ɪ̯ʲɐ,লইয়া,lɔ͡ɪ̯ʲɐ,সহ,ʃɔho,সহ,ʃɔho,আঁরার,ɐ̃ɾɐɾ
সহজ,s̪ɔhɔd͡ʑɔ,সহজ,ʃɔhoɟ,সহজ,ʃɔhoɟ,সহজ,ʃɔhoɟ,ইয়া,ɪʲɐ,তারা,t̪ɐɾɐ
সহজে,s̪ɔhɔd͡ʑe,সহজে,ʃɔhoɟe,হারাই,hɐɾɐ͡ɪ̯,সহজে,ʃɔhoɟe,সহজে,ʃɔhoɟe,ন,nɔ
সহজেই,s̪ɔhɔd͡ʑei,সহজেই,ʃɔhoɟe͡ɪ̯,সহজেউ,ʃɔhoɟe͡u̯,সহজেই,ʃɔhoɟe͡ɪ̯,সহজেই,ʃɔhoɟe͡ɪ̯,সহজত,ʃɔhozɔt̪
সহ্য,s̪ɔhd͡zɔ,সইহ্য,ʃo͡ɪ̯ɟɟʱo,সইহ্য,ʃo͡ɪ̯ɟɟʱo,সহ্য,ʃoɟɟʱo,সইজ্জ,ʃo͡ɪ̯ɟɟo,সহ্য,ʃoɟɟʱo
সাঁতার,s̪ɔ̃t̪arɔ,হাতোর,hɐt̪oɾ,হাতার,hɐt̪ɐɾ,হাতার,hɐt̪ɐɾ,হাতোর,hɐt̪oɾ,আচুইরতে,ɐcu͡ɪ̯ɾt̪e
সাইকেল,s̪aikel̪ɔ,সাইকেল,sɐ͡ɪ̯kel,আমার,ɐmɐɾ,সাইকেল,sɐ͡ɪ̯kel,আর,ɐɾ,আঁর,ɐ̃ɾ
সাইডে,s̪aide,সাইডে,sɐ͡ɪ̯de,সাইডে,sɐ͡ɪ̯de,সাইডে,sɐ͡ɪ̯de,সাইডে,sɐ͡ɪ̯de,সাইডে,sɐ͡ɪ̯de
সাগর,s̪aɡɔrɔ,সাগর,ʃɐgoɾ,রাত্রে,ɾɐt̪ɾe,সাগর,ʃɐgoɾ,সাগর,ʃɐgoɾ,সাগর,ʃɐgoɾ
সাগরের,s̪aɡrerɔ,সাগরের,ʃɐgoɾeɾ,সমুদ্রর,ʃomud̪ɾoɾ,সাগরের,ʃɐgoɾeɾ,সাগরের,ʃɐgoɾeɾ,সাগরর,ʃɐgoɾɔɾ
সাজাই,s̪ad͡ʑai,সাজাই,ʃɐɟɐ͡ɪ̯,সাজাই,ʃɐzɐ͡ɪ̯,সাজাই,ʃɐɟɐ͡ɪ̯,সাজাই,ʃɐzɐ͡ɪ̯,সাযাই,ʃɐzɐ͡ɪ̯
