bangla_speech,regional,regional_ipa,bangla_speech_ipa
দুজনেই তাদেরকে চাকরি নিয়ে ব্যস্ত,সিলেট দুয়োগু তারার চাকরি লইয়া ব্যস্ত,ʃɔlhe d̪uʲogu t̪ɐɾɐɾ cɐkɾɪ lɔ͡ɪ̯ʲɐ bɛst̪o,d̪ud͡ʑn̪ei t̪ad̪erke t͡ɕakri n̪ie̯e bd͡zɔs̪t̪ɔ
সংসারে কেউ ঠিকঠাকমতো সময় দিতে পারেনা,সিলেট সংসারো খেউ ঠিকঠাক সময় দিতো ফারে না,ʃɔŋʃɐɾo xe͡u̯ tʰɪktʰɐk ʃɔmɔe̯ d̪ɪt̪o fɐɾe nɐ,s̪ɔŋs̪are keu tʰiktʰakɔmɔt̪o s̪ɔme̯ɔ d̪it̪e paren̪a
স্ত্রীর অভিযোগ স্বামী তার দায়িত্ব ঠিকমতো পালন করছে না,সিলেট বউর অভিযোগ জামাই তান দায়িত্ব ঠিক খরি পালন কররা না,ʃɔlhe bɔ͡u̯ɾ obʱɪɟog ɟɐmɐ͡ɪ̯ t̪ɐn d̪ɐʲɪt̪t̪o tʰɪk kʰoɾɪ pɐlon koɾɾɐ nɐ,s̪t̪rirɔ ob̤id͡zoɡɔ s̪bami t̪arɔ d̪ae̯it̪bɔ tʰikɔmɔt̪o pal̪ɔn̪ɔ kɔrɔt͡ɕʰe n̪a
আপনার নাম কি ?,সিলেট আফনার নাম কিতা?,ʃɔlhe ɐpʰnɐɾ nɐm kɪt̪ɐ?,apn̪arɔ n̪amɔ ki ?
তোর নাম কি ?,সিলেট তর নাম কিতা?,ʃɔlhe t̪ɔɾ nɐm kɪt̪ɐ?,t̪orɔ n̪amɔ ki ?
তোর গ্রামের বাড়ি কোঁথায় ?,সিলেট তর গাউ কুন জাগাত?,ʃɔlhe t̪ɔɾ gɐ͡u̯ kun ɟɐgɐt̪?,t̪orɔ ɡɔramerɔ baɽi koঁt̪ʰae̯ɔ ?
তোর বাবার নাম কি ?,সিলেট তর বাফর নাম কিতা?,ʃɔlhe t̪ɔɾ bɐpʰɔɾ nɐm kɪt̪ɐ?,t̪orɔ babarɔ n̪amɔ ki ?
তোর মার নাম কি ?,সিলেট তর মার নাম কিতা?,ʃɔlhe t̪ɔɾ mɐɾ nɐm kɪt̪ɐ?,t̪orɔ marɔ n̪amɔ ki ?
পরে খুঁজে নাও পেতে পারি,সিলেট বাদে খুজিয়া নাও পাইতাম ফারি,ʃɔlhet bɐd̪e kʰuɟɪʲɐ nɐ͡o̯ pɐ͡ɪ̯t̪ɐm pʰɐɾɪ,pɔre kʰuঁd͡ʑe n̪ao pet̪e pari
তাদের সঙ্গে আমি সব সময় আনন্দে ভরে থাকি,সিলেট তারার লগে মুই হখল সময় আনন্দত ভরিয়া থাকি,ʃɔlhe t̪ɐɾɐɾ lɔge mu͡ɪ̯ hɔkʰl ʃɔmɔe̯ ɐnond̪ot̪o bʱoɾɪʲɐ t̪ʰɐkɪ,t̪ad̪erɔ s̪ɔŋɡe ami s̪ɔbɔ s̪ɔme̯ɔ an̪ɔn̪d̪e b̤ɔre t̪ʰaki
আমার বন্ধুরা আমাকে ভালবাসা দেয়,সিলেট মোর বন্ধু্রা মোরে ভালোবাসা দেইন,ʃɔlɔt moɾ bond̪ʱuɾɐ moɾe bʱɐlobɐʃɐ d̪e͡ɪ̯n,amarɔ bɔn̪d̪̤ura amake b̤al̪bas̪a d̪ee̯
আমরা সবাই একসাথে হাসি খুশি করে সময় কাটাই,সিলেট আমরা হখল একলগে হাসি খুশিয়ে সময় কাটাই ,ʃɔlhe ɐmɾɐ hɔkʰl ɛklgk hɐʃɪ kʰuʃɪʲe ʃɔmɔe̯ kɐtɐ͡ɪ̯ ,amra s̪ɔbai eks̪at̪ʰe has̪i kʰuɕi kɔre s̪ɔme̯ɔ katai
আমাদের মধ্যে কোন রকম ঝগড়া নেই,সিলেট আমরার মাঝে কুনো রখম লাগ নাই,ʃɔlhe ɐmɾɐɾ mɐɟʱe kuno ɾɔkʰom lɐg nɐ͡ɪ̯,amad̪erɔ mɔd̪̤d͡ze kon̪ɔ rɔkɔmɔ d͡ʑ̤ɔɡɔɽa n̪ei
আমার বোন আমার সাথে সব সময় থাকতে চায়,সিলেট মোর বইন হখল সময় মোর লগে থাকতো চায়,ʃɔlhe moɾ bo͡ɪ̯n hɔkʰl ʃɔmɔe̯ moɾ lɔge t̪ʰɐkt̪o cɐe̯,amarɔ bon̪ɔ amarɔ s̪at̪ʰe s̪ɔbɔ s̪ɔme̯ɔ t̪ʰakt̪e t͡ɕae̯
আমি আমার ভাইকে অনেক ভালোবাসি,সিলেট মুই মোর ভাইরে খুব ভালাপাই,ʃɔlhet mu͡ɪ̯ moɾ bʱɐ͡ɪ̯ɾe kʰub bʱɐlɐpɐ͡ɪ̯,ami amarɔ b̤aike on̪ekɔ b̤al̪obas̪i
আমি আমার বোনকে অনেক ভালোবাসি,সিলেট মুই মোর বইনরে খুব ভালাপাই,ʃɔlhet mu͡ɪ̯ moɾ bo͡ɪ̯nɾe kʰub bʱɐlɐpɐ͡ɪ̯,ami amarɔ bon̪ke on̪ekɔ b̤al̪obas̪i
একটি গ্রামে একজন খারাপ ছেলে থাকতো,সিলেট এখটা গাউত এগু বাদুয়া ফুয়া থাকতো,ʃɔlhe ɛxtɐ gɐ͡u̯t̪o egu bɐd̪uʲɐ fuʲɐ t̪ʰɐkt̪o,ekti ɡɔrame ekɔd͡ʑɔn̪ɔ kʰarapɔ t͡ɕʰel̪e t̪ʰakt̪o
সে সবসময় মিথ্যা কথা বলতো,সিলেট হে হখল সময় মিছা মাত মাততো,ʃɔlhe he hɔkʰl ʃɔmɔe̯ mɪcʰɐ mɐt̪ mɐt̪t̪o,s̪e s̪ɔbɔs̪ɔme̯ɔ mit̪ʰd͡za kɔt̪ʰa bɔl̪ɔt̪o
সবাই তাকে অনেক ভয় পেতো,সিলেট হখলে তারে খুব ডরাইতো ,ʃɔlhe hokʰole t̪ɐɾe kʰub dɔɾɐ͡ɪ̯t̪o ,s̪ɔbai t̪ake on̪ekɔ b̤e̯ɔ pet̪o
কেউ তাকে ভালোবাসতো নাহ,সিলেট কেউ তারে বালা পাইতো না,ʃɔlhe ke͡u̯ t̪ɐɾe bɐlɐ pɐ͡ɪ̯t̪o nɐ,keu t̪ake b̤al̪obas̪t̪o n̪ahɔ
সে খুবই খারাপ ছিল,সিলেট হে বউত বাদ আছিল,ʃɔlhet he bɔ͡u̯t̪o bɐd̪ ɐcʰɪlo,s̪e kʰubi kʰarapɔ t͡ɕʰil̪
গ্রামের মানুষরা ছেলেটির থেকে দূরে থাকতে চেষ্টা করত,সিলেট গ্রাম ওর মাইনষে ফুয়া ওগুর তনে দূরে থাকার চেষ্টা করতো,ʃɔlhe gɾɐm oɾ mɐ͡ɪ̯nʃe pʰuʲɐ oguɾ t̪ɔne d̪uɾe t̪ʰɐkɐɾ ceʃtɐ koɾt̪o,ɡɔramerɔ man̪uʂra t͡ɕʰel̪etirɔ t̪ʰeke d̪ure t̪ʰakt̪e t͡ɕeʂta kɔrɔt̪ɔ
আপনি এতো খারাপ হয়ে কেন আছেন?,সিলেট আফনে ওতো খারাপ ভাবে আছইন কিতার লাগি?,ʃɔlhe ɐcʰone ot̪o kʰɐɾɐp bʱɐbe ɐcʰo͡ɪ̯n kɪt̪ɐɾ lɐgɪ?,apn̪i et̪o kʰarapɔ he̯e ken̪ɔ at͡ɕʰen̪ɔ?
খাওয়ার সময় খুব বেশি ব্যথা করছে দাঁতে,সিলেট খানির সময় দাঁতও বেশেবা বেদনা করছে,ʃɔlhe kʰɐnɪɾ ʃɔmɔe̯ d̪ɐ̃t̪o beʃebɐ bed̪onɐ koɾcʰe,kʰaoe̯arɔ s̪ɔme̯ɔ kʰubɔ beɕi bd͡zɔt̪ʰa kɔrɔt͡ɕʰe d̪ɔ̃t̪e
এটা কি ধরনের প্রশ্ন?,সিলেট ইটা কিজাত প্রশ্ন?,ʃɔlhe ɪtɐ kɪɟɐt̪ pɾosno?,eta ki d̪̤ɔrɔn̪erɔ prɔɕn̪ɔ?
তুমি থাকো কোথায়?,সিলেট তুমিতাইন থাকো কোন?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n t̪ʰɐko kon?,t̪umi t̪ʰako kot̪ʰae̯ɔ?
আমরা কেন যাচ্ছি না,সিলেট আমরা কিতার লাগি যাইয়ার না,ʃɔlhe ɐmɾɐ kɪt̪ɐɾ lɐgɪ ɟɐ͡ɪ̯ʲɐɾ nɐ,amra ken̪ɔ d͡zat͡ɕt͡ɕʰi n̪a
কাজে ফাঁকি দিও না,সিলেট কাম-ও ভাগল দিও না,ʃɔlhe kɐm-o bʱɐgol d̪ɪ͡o̯ nɐ,kad͡ʑe ɸɔ̃ki d̪io n̪a
আপনাকে কেমন ভাবে সাহায্য করতে পারি?,সিলেট আফনারে কিলা সাহায্য করতাম ফারি?,ʃɔlhe ɐpʰnɐɾe kɪlɐ ʃɐhɐɟɟo koɾt̪ɐm pʰɐɾɪ?,apn̪ake kemɔn̪ɔ b̤abe s̪ahad͡zd͡zɔ kɔrɔt̪e pari?
আমি বাংলা ভাষা বুঝি,সিলেট আমি বাংলা মাত বুঝি,ʃɔlhe ɐmɪ bɐŋlɐ mɐt̪ buɟʱɪ,ami baŋl̪a b̤aʂa bud͡ʑ̤i
আমি আপনার সাথে আছি,সিলেট আমি আফনার লগে আছি,ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge ɐcʰɪ,ami apn̪arɔ s̪at̪ʰe at͡ɕʰi
আপনি কি একটি বাংলা গান গাইতে পারেন?,সিলেট আফনে কিতা একটা বাংলা গান গাইতে পারবা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɛktɐ bɐŋlɐ gɐn gɐ͡ɪ̯t̪e pɐɾbɐ nɪ?,apn̪i ki ekti baŋl̪a ɡan̪ɔ ɡait̪e paren̪ɔ?
আমি আপনাকে কখনো ভুলব না,সিলেট আমি আফনারে ভুলতাম নায়,ʃɔlhe ɐmɪ ɐpʰnɐɾe bʱult̪ɐm nɐe̯,ami apn̪ake kɔkʰɔn̪o b̤ul̪ɔbɔ n̪a
আপনি কি এখানে রাস্তা দেখতে পাচ্ছেন?,সিলেট আফনে কিতা ওনো রাস্তা দেখরা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ono ɾɐst̪ɐ d̪ɛkʰɾɐ nɪ?,apn̪i ki ekʰan̪e ras̪t̪a d̪ekʰt̪e pat͡ɕt͡ɕʰen̪ɔ?
আমি আপনার কাছে আসতে চাই,সিলেট আমি আফনার ওনো আইতাম চাই,ʃɔlhe ɐmɪ ɐpʰnɐɾ ono ɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe as̪t̪e t͡ɕai
আপনি কি পড়া লিখা করতে পারেন?,সিলেট আফনে কিতা পড়া লেখা করতা ফারোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ pɔɽɐ lekʰɐ koɾot̪ɐ pʰɐɾo͡ɪ̯n nɪ?,apn̪i ki pɔɽa l̪ikʰa kɔrɔt̪e paren̪ɔ?
আমি আপনার জন্য অপেক্ষা করতে পারি,সিলেট আমি আফনার লাগি অপেক্ষা করতাম ফারি,ʃɔlho ɐmɪ ɐpʰnɐɾ lɐgɪ ɔpekkʰɐ koɾt̪ɐm pʰɐɾɪ,ami apn̪arɔ d͡ʑɔn̪d͡zɔ opekʂa kɔrɔt̪e pari
আপনি কি আমার প্রশ্নের জবাব দিতে পারেন?,সিলেট আফনে কিতা আমার প্রশ্ন'র জবাব দিতে ফারবা নি?, sɪhe ɐcʰone kɪt̪ɐ ɐmɐɾ pɾosno'ɾo ɟɔbɐb d̪ɪt̪e pʰɐɾbɐ nɪ?,apn̪i ki amarɔ prɔɕn̪erɔ d͡ʑɔbabɔ d̪it̪e paren̪ɔ?
আমি আপনার কাছ থেকে একটি গল্প শুনতে চাই,সিলেট আমি আফনার তনে একটা গল্প হুনতাম চাই,ʃɔlhe ɐmɪ ɐpʰnɐɾ t̪ɔne ɛktɐ gɔlpo hunt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰɔ t̪ʰeke ekti ɡɔl̪pɔ ɕun̪t̪e t͡ɕai
আপনি কি আমাকে একটি ছবি তুলতে পারেন?,সিলেট আফনে কিতা আমার একগু ছবি তুলিয়া দিতে ফারবা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɐmɐɾ ɛkgu cʰobɪ t̪ulɪʲɐ d̪ɪt̪e pʰɐɾbɐ nɪ?,apn̪i ki amake ekti t͡ɕʰɔbi t̪ul̪t̪e paren̪ɔ?
আমি আপনার সঙ্গে একটি কথা বলতে চাই,সিলেট আমি আফনারে একটা কথা কইতাম চাই, ʃɔlhe ɐmɪ ɐpʰnɐɾe ɛktɐ kɔt̪ʰɐ ko͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe ekti kɔt̪ʰa bɔl̪ɔt̪e t͡ɕai
আপনি কি কোনো ভুল করেছেন?,সিলেট আফনে কিতা কোনো ভুল করছোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ kono bʱul koɾcʰo͡ɪ̯n nɪ?,apn̪i ki kon̪o b̤ul̪ɔ kɔret͡ɕʰen̪ɔ?
আপনি কি একটি বাংলা বই পড়তে পারেন?,সিলেট আফনে কিতা একগু বাংলা বই পড়তে ফারবা নি? ,ʃɔlhe ɐcʰone kɪt̪ɐ ɛkgu bɐŋlɐ bo͡ɪ̯ poɽt̪e pʰɐɾbɐ nɪ? ,apn̪i ki ekti baŋl̪a bi pɔɽɔt̪e paren̪ɔ?
আমি আপনার কাছে পরামর্শ চাই,সিলেট আমি আফনার তাকি পরামর্শ চাইয়ার,ʃɔlho ɐmɪ ɐpʰnɐɾ t̪ɐkɪ pɔɾɐmɔɾʃo cɐ͡ɪ̯ʲɐɾ,ami apn̪arɔ kat͡ɕʰe pɔramɔrɕɔ t͡ɕai
আমি আপনার পাশে থাকতে চাই,সিলেট আমি আফনার লগে থাকতাম চাই,ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge t̪ʰɐkt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ paɕe t̪ʰakt̪e t͡ɕai
আপনি কি এই জায়গায় ঘুরতে পারেন?,সিলেট আফনে কিতা ওউ জেগাত ঘুরতা ফারবা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ o͡u̯ ɟegɐt̪ gʱuɾt̪ɐ pʰɐɾbɐ nɪ?,apn̪i ki ei d͡ʑae̯ɡae̯ɔ ̤ɡ̤urt̪e paren̪ɔ?
আপনি কি গান লিখতে পারেন?,সিলেট আফনে কিতা গান লেখতে ফারোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ gɐn lekʰt̪e pʰɐɾo͡ɪ̯n nɪ?,apn̪i ki ɡan̪ɔ l̪ikʰt̪e paren̪ɔ?
আমি আপনার সাথে প্রেম করি,সিলেট আমি আফনার লগে প্রেম করিয়ার,ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge pɾem koɾɪʲɐɾ,ami apn̪arɔ s̪at̪ʰe premɔ kɔri
আপনি কি একটি বাংলা নাটক দেখতে পারেন?,সিলেট আফনে কিতা একগু বাংলা নাটক দেখতে ফারবা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɛkgu bɐŋlɐ nɐtok d̪ekʰt̪e pʰɐɾbɐ nɪ?,apn̪i ki ekti baŋl̪a n̪atɔkɔ d̪ekʰt̪e paren̪ɔ?
আমি আপনার কাছে শিক্ষা নিতে চাই,সিলেট আমি আফনার ধারো শিক্ষা নিতাম চাই,ʃɔlho ɐmɪ ɐpʰnɐɾ d̪ʱɐɾo ʃɪkkʰɐ nɪt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ kat͡ɕʰe ɕikʂa n̪it̪e t͡ɕai
আমি আপনার সঙ্গে মজা করতে চাই,সিলেট আমি আফনার লগে মজা করতাম চাই, ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge mɔɟɐ koɾt̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe mɔd͡ʑa kɔrɔt̪e t͡ɕai
আপনি কি কোনো ভুল বুঝতে পারেন?,সিলেট আফনে কিতা কোন ভুল করতা ফারোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ kon bʱul koɾt̪ɐ pʰɐɾo͡ɪ̯n nɪ?,apn̪i ki kon̪o b̤ul̪ɔ bud͡ʑ̤t̪e paren̪ɔ?
আমি আপনার সঙ্গে সময় কাটাতে চাই,সিলেট আমি আফনার লগে সময় কাটাইতাম চাই,ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge ʃɔmɔe̯ kɐtɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯,ami apn̪arɔ s̪ɔŋɡe s̪ɔme̯ɔ katat̪e t͡ɕai
আপনি কি বাংলা কবিতা লিখতে পারেন?,সিলেট আফনে কিতা বাংলা কবিতা লেখতা ফারোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ bɐŋlɐ kobɪt̪ɐ lekʰt̪ɐ pʰɐɾo͡ɪ̯n nɪ?,apn̪i ki baŋl̪a kɔbit̪a l̪ikʰt̪e paren̪ɔ?
আমার বাংলা বুঝতে অসুবিধা হচ্ছে,সিলেট আমার বাংলা বুঝাত অসুবিধা হইরো,ʃɔlhe ɐmɐɾ bɐŋlɐ buɟʱɐt̪ ɔʃubɪd̪ʱɐ ho͡ɪ̯ɾo,amarɔ baŋl̪a bud͡ʑ̤t̪e os̪ubid̪̤a hɔt͡ɕt͡ɕʰe
আমি বাংলা কথা বলতে পারি,সিলেট আমি বাংলা মাত্তাম ফারি,ʃɔlho ɐmɪ bɐŋlɐ mɐt̪t̪ɐm pʰɐɾɪ,ami baŋl̪a kɔt̪ʰa bɔl̪ɔt̪e pari
আমি বুঝতে পারছি না,সিলেট আমি বুঝতে পারিয়ার না,ʃɔlhe ɐmɪ buɟʱt̪e pɐɾɪʲɐɾ nɐ,ami bud͡ʑ̤t̪e part͡ɕʰi n̪a
আমার বাচ্চা একটি মেয়ে আছে ,সিলেট আমার একটা বাইচ্চা ফুরি আছে,ʃɔlhe ɐmɐɾ ɛktɐ bɐ͡ɪ̯ccɐ pʰuɾɪ ɐcʰe,amarɔ bat͡ɕt͡ɕa ekti mee̯e at͡ɕʰe 
আপনি কি একটি শহরে যাবেন?,সিলেট আফনে কিতা একটা শহর-ও যাইবা নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɛktɐ ʃɔhoɾ-o ɟɐ͡ɪ̯bɐ nɪ?,apn̪i ki ekti ɕɔhɔre d͡zaben̪ɔ?
আমি এখানে থাকবো,সিলেট আমি ওনো থাকমু,ʃɔlhe ɐmɪ ono t̪ʰɐkmu,ami ekʰan̪e t̪ʰakbo
আমার বাড়ি দূরে আছে,সিলেট আমার বাড়ি দূর আছে,ʃɔlhe ɐmɐɾ bɐɽɪ d̪uɾ ɐcʰe,amarɔ baɽi d̪ure at͡ɕʰe
আমার বাবা একজন ডাক্তার,সিলেট আমার বাবা একজন ডাক্তর,ʃɔlhe ɐmɐɾ bɐbɐ ɛkɟon dɐkt̪oɾ,amarɔ baba ekɔd͡ʑɔn̪ɔ dakt̪ar
তুমি কি কখনো এখানে আসতে পারবে?,সিলেট তুমি কিতা ওনো আইতে ফারবায় নি?,ʃɔlhe t̪umɪ kɪt̪ɐ ono ɐ͡ɪ̯t̪e pʰɐɾbɐe̯ nɪ?,t̪umi ki kɔkʰɔn̪o ekʰan̪e as̪t̪e parbe?
তুমি কি আমার সাথে যাবে?,সিলেট তুমিতাইন কিতা আমার লগে যাইবায় নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ɐmɐɾ lɔge ɟɐ͡ɪ̯bɐe̯ nɪ?,t̪umi ki amarɔ s̪at̪ʰe d͡zabe?
তুমি কি বাংলা গান শুনতে পারো?,সিলেট তুমিতাইন কিতা বাংলা গান হুনতায় ফারো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ bɐŋlɐ gɐn hunt̪ɐe̯ pʰɐɾo nɪ?,t̪umi ki baŋl̪a ɡan̪ɔ ɕun̪t̪e paro?
আমি অনেক খুশি,সিলেট আমি বউত খুশি,ʃɔlhet ɐmɪ bɔ͡u̯t̪o xuʃɪ,ami on̪ekɔ kʰuɕi
আমার বইটা কোথায়?,সিলেট আমার বই ওগু কোন?,ʃɔlhet ɐmɐɾ bo͡ɪ̯ ogu kon?,amarɔ bita kot̪ʰae̯ɔ?
তুমি কি খেলতে ভালোবাসো?,সিলেট তুমিতাইন কিতা খেলতে বালা ফাও নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ kʰelt̪e bɐlɐ pʰɐ͡o̯ nɪ?,t̪umi ki kʰel̪t̪e b̤al̪obas̪o?
আমার বাড়িতে বড়ই সুন্দর ফুল আছে,সিলেট আমার বাড়িত বাক্কা সুন্দর ফুল আছে, ʃɔlhe ɐmɐɾ bɐɽɪt̪o bɐkkɐ ʃund̪ɔɾ pʰul ɐcʰe,amarɔ baɽit̪e bɔɽi s̪un̪d̪ɔrɔ ɸul̪ɔ at͡ɕʰe
তুমি কি আমার বন্ধু হতে চাও?,সিলেট তুমিতাইন কিতা আমার বন্ধু ওইতায় চাও নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ɐmɐɾ bond̪ʱu o͡ɪ̯t̪ɐe̯ cɐ͡o̯ nɪ?,t̪umi ki amarɔ bɔn̪d̪̤u hɔt̪e t͡ɕao?
আমি এখানে প্রতিদিন আসি,সিলেট আমি ওনো হকল দিন ওউ আই,ʃɔlhe ɐmɪ ono hokol d̪ɪn o͡u̯ ɐ͡ɪ̯,ami ekʰan̪e prɔt̪id̪in̪ɔ as̪i
তুমি কি খেলাধুলায় ভালো?,সিলেট তুমিতাইন কিতা খেলাত বালা নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ kʰelɐt̪ bɐlɐ nɪ?,t̪umi ki kʰel̪ad̪̤ul̪ae̯ɔ b̤al̪o?
তোমার কি খাওয়ার জন্য সময় আছে?,সিলেট তুমিতাইন ওর কিতা খানির সময় আছে নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ kɪt̪ɐ kʰɐnɪɾ ʃɔmɔe̯ ɐcʰe nɪ?,t̪omarɔ ki kʰaoe̯arɔ d͡ʑɔn̪d͡zɔ s̪ɔme̯ɔ at͡ɕʰe?
আপনি কি গান শুনতে পছন্দ করেন?,সিলেট আফনে কিতা গান হুনতে বালা ফাইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ gɐn hunt̪e bɐlɐ pʰɐ͡ɪ̯n nɪ?,apn̪i ki ɡan̪ɔ ɕun̪t̪e pɔt͡ɕʰɔn̪d̪ɔ kɔren̪ɔ?
আমার প্রিয় ফল আম,সিলেট আম আমার প্রিয় ফল,ʃɔlhe ɐm ɐmɐɾ pɾɪʲo pʰɔl,amarɔ prie̯ɔ ɸɔl̪ɔ am
আমাকে নিয়ে বিদেশে ঘুরতে যাবা ?,সিলেট আমারে নিয়া বিদেশ ঘুরাত যাইবায় নি?,ʃɔlhe ɐmɐɾe nɪʲɐ bɪd̪eʃ gʱuɾɐt̪ ɟɐ͡ɪ̯bɐe̯ nɪ?,amake n̪ie̯e bid̪eɕe ̤ɡ̤urt̪e d͡zaba ?
সে বিদেশে যাবে,সিলেট হে বিদেশ-ও যাইবো, ʃɔlhe he -o ɟɐ͡ɪ̯bo,s̪e bid̪eɕe d͡zabe
তাঁর এই মাসে বিদেশে যাওয়ার কথা ছিল,সিলেট তাঁর ওউ মাস-ও বিদেশ যাওয়ার কয়থা আছিল,ʃɔlhe t̪ɐ̃ɾ o͡u̯ mɐʃo-o bɪd̪eʃ ɟɐ͡o̯ʷɐɾ kɔʲt̪ʰɐ ɐcʰɪlo,t̪ɔ̃rɔ ei mas̪e bid̪eɕe d͡zaoe̯arɔ kɔt̪ʰa t͡ɕʰil̪
